userName,score,text_1,text_2
Pengguna Google,4,ganti dari bintang ke bintang karena banyak perkembangan di aplikasi ini pas pemilu kemarin jelek banget banyak kendala tapi di pilkada kali ini sudah bagus aplikasi lancar paling beberapa kali gagal upload berkas tapi masih bisa di atasi semoga pemilu selanjutnya makin bagus dan enggak usah ganti dan buat aplikasi baru buang buang anggaran pertahanin yang ini dan kembangin biar makin mudah saja,ganti bintang bintang perkembangan aplikasi pemilu kemarin jelek kendala pilkada bagus aplikasi lancar gagal upload berkas atasi semoga pemilu bagus ganti aplikasi buang buang anggaran pertahanin kembangin biar mudah
Pengguna Google,2,min tolong punya saya tinggal upload berkas daftar hadir tapi saya tinggal sampai sekarang sudah jam masih belum bisa juga di upload tampilan tetap sama dengan saya terakhir upload sudah saya coba pakai wifi data tapi juga belum bisa penyimpanan saya juga masih tolong min di perbaiki,tinggal upload berkas daftar hadir tinggal jam upload tampilan upload coba pakai wifi data penyimpanan perbaiki
Pengguna Google,3,habis suruh uninstall yang lama terus suruh lagi hapus cache hapus data uninstall download lagi yang versi baru yang ini malah hasilnya aplikasi web ini tidak dapat digunakan sruh lagi habis data hapus cache download ulang lagi akhirnya baru bisa semoga bisa lancar di hari tidak seperti sebelumnya,habis suruh uninstall suruh hapus cache hapus data uninstall download versi hasilnya aplikasi web sruh habis data hapus cache download ulang semoga lancar
Pengguna Google,1,apk terburik yang pernah saya download mau masuk saja terjadi kesalahan ini mau bimtek bagaimana kalo enggak bisa masa harus punya hp kalo salah satu enggak bisa buka ini saya sudah instal dan uninstal terus buat masuk ke apk ini coba ini solusinya bagaimana sirekap gunta ganti saja sekalian di perbarui biar enggak install ulang terus,apk terburik download masuk kesalahan bimtek hp salah buka instal uninstal masuk apk coba solusinya sirekap gunta ganti perbarui biar install ulang
Pengguna Google,1,apa ini apk tidak bisa dipakai untuk yang versi stuck di tempat login doang ini bagaimana yang penting untuk pemilihan tapi apk tidak di perbaiki ada yang banyak kesalahan,apk dipakai versi stuck login doang pemilihan apk perbaiki kesalahan
Pengguna Google,1,aplikasi aneh deh status pengerjaannya tapi gara ada satu foto yang miring datanya enggak di verifikasi padahal fotonya kalau di zoom masih terlihat jelas angka dan hurufnya,aplikasi aneh status pengerjaannya gara foto miring datanya verifikasi fotonya zoom angka hurufnya
Pengguna Google,3,awalnya apk bisa terus pas log ini kembali tidak bisa masuk untuk kalian yang seperti saya sampai hapus cache uninstal dan download lagi tapi tidak bisa masuk log ini bahkan sampai restart hp dengan syarat tidak lupa username dan pw silakan hubungi orang yang bertugas mengenai sirekap di kelurahan anda agar segera di buatkan akun baru alhamdulillah saya langsung dibuatkan baru dan bisa kembali jika sudah ok jangan hapus cache apk agar terus tersimpan data loginnya kalau sudah ok apknya jangan di otak atik,apk log masuk hapus cache uninstal download masuk log restart hp syarat lupa username pw silakan hubungi orang bertugas sirekap kelurahan buatkan akun alhamdulillah langsung dibuatkan ok hapus cache apk tersimpan data loginnya ok apknya otak atik
Pengguna Google,1,aplikasi bapuk banyak bug saat pengambilan photo selalu lag kemudian ketika sudah beres semua enggak bisa upload pdf minimal setelah update lebih bagus ini malah lebih buruk,aplikasi bapuk bug pengambilan photo lag beres upload pdf minimal update bagus buruk
Pengguna Google,3,bug buat dokumen lama dan foto halaman capres tidak bisa buka edit sudah ada kemajuan aplikasinya saran untuk server bawa nya di perbesar agar bisa upload,bug dokumen foto halaman capres buka edit kemajuan aplikasinya saran server bawa perbesar upload
Pengguna Google,5,testimoni dari kami tps bago tanggul mengenai penggunaan aplikasi sirekap pilkada tahun cukup bagus ada peningkatan di bandingkan dengan pilpres tahun mungkin ada kendala jaringan tetapi proses tetap berjalan dengan lancar,testimoni tps bago tanggul penggunaan aplikasi sirekap pilkada bagus peningkatan bandingkan pilpres kendala jaringan proses berjalan lancar
Pengguna Google,1,tidak ada perubahan selalu salah membaca angka server selalu keteteran niatnya tapi malah mempersulit,perubahan salah membaca angka server keteteran niatnya mempersulit
Pengguna Google,5,sangat membantu tugas kpps dalam menghitung perolehan suara cuma kendala nya di sinyal kalau sinyal kurang mendukung ya tidak bisa unggah data,membantu tugas kpps menghitung perolehan suara kendala sinyal sinyal mendukung unggah data
Pengguna Google,2,untuk kameranya tolong buat lebih fokus lagi terkesan lambat terus susah fokus jadi walaupun sekarang uploadnya sedikit tapi bikin lama pas pilpres itu fokus kameranya sudah lumayan bagus,kameranya fokus terkesan lambat susah fokus uploadnya bikin pilpres fokus kameranya lumayan bagus
Pengguna Google,1,aplikasi enggak bisa login di suruh pakai app kalau belum siap mbokya enggak usah pakai aplikasi bikin susah yang kerja saja di suruh uninstall terus hapus data download lagi tetap sama enggak bisa login pas pemilihan bimteknya di submit enggak jalan pakai hp istri juga sama,aplikasi login suruh pakai app mbokya pakai aplikasi bikin susah kerja suruh uninstall hapus data download login pemilihan bimteknya submit jalan pakai hp istri
Pengguna Google,1,kalo kata saya mah mending ini apk batalin kebanyakan kendalanya kalo belum siap pakai aplikasi mending enggak usah dari pada sudah dekat pemilihan tapi banyak kendala uji cobanya nanti saja setelah pemilihan saya ngalamin dari pemilu sampai pilkada,mending apk batalin kebanyakan kendalanya pakai aplikasi mending pemilihan kendala uji cobanya pemilihan ngalamin pemilu pilkada
Pengguna Google,1,habis di update malah terjadu kesalahan gagal mendapatkan kunci digital bagaimana ini apk bukannya memudahkan malah bikin bingung ini apk siap pakai apa tidak,habis update terjadu kesalahan gagal kunci digital apk memudahkan bikin bingung apk pakai
Pengguna Google,1,aplikasi apaan ini kalo bikin aplikasi budget dana atau anggaran jangan di potong ya ingat ya ini aplikasi untuk pemilu baik itu pilpres ataupun pilkada kalo aplikasi burik kayak begini masih dipertahankan entar kalo ada yang kalah bilang sabotase lah kecurangan lah standar ganda lah padahal memang aplikasinya yang burik,aplikasi bikin aplikasi budget dana anggaran potong aplikasi pemilu pilpres pilkada aplikasi burik kayak dipertahankan entar kalah bilang sabotase kecurangan standar ganda aplikasinya burik
Pengguna Google,4,bagus sangat mudah dipahami namun tolong diupgrade lagi min dulu versi di hp saya bisa masuk tapi sekarang pakai versi tidak bisa masuk,bagus mudah dipahami diupgrade versi hp masuk pakai versi masuk
Pengguna Google,1,sudah bolak balik uninstall install hapus data clear cache masih juga mentok di inisialisasi gagal masuk whyy padahal hari ini uji coba ya ampun ini tolong masih perlu diperbaiki nih aplikasi,bolak uninstall install hapus data clear cache mentok inisialisasi gagal masuk whyy uji coba ampun diperbaiki aplikasi
Pengguna Google,1,setelah diupdate ke ada yang sukses ada yang malah terjadi kesalahan saat melakukan inisialisasi dengan peringatan gagal mendapatkan kunci digital,diupdate sukses kesalahan inisialisasi peringatan gagal kunci digital
Pengguna Google,1,aplikasi kalau belum bisa bikin aplikasi yang bagus tidak usah pakai aplikasi untuk event sebesar pemilu dan pilkada aplikasi masih banyak bug kayak begini kok mau rekap data pemilu dan pilkada,aplikasi bikin aplikasi bagus pakai aplikasi event pemilu pilkada aplikasi bug kayak rekap data pemilu pilkada
Pengguna Google,3,aplikasi sudah di install tapi sampai sekarang notifikasi dari kpu belum ada tolong segera diatasi makin kesini makin dekat hari pemungutan suara,aplikasi install notifikasi kpu diatasi kesini pemungutan suara
Pengguna Google,5,ver menggantikan file apk ver bisa langsung masuk lancar digunakan pada saat hari tidak seperti pada saat pilpres pileg sehingga jadi celah untuk diserang oleh berbagai pihak,ver menggantikan file apk ver langsung masuk lancar pilpres pileg celah diserang
Pengguna Google,1,untuk sirekap hanya sekedar membebani anggaran yang tidak sesuai sebenarnya tidak harus ribet pakai cuman tambah pekerjaan saja dulu enggak pakai aplikasi pada jadi anggota pemerintahan lain nya,sirekap sekedar membebani anggaran sesuai ribet pakai cuman pekerjaan pakai aplikasi anggota pemerintahan
Pengguna Google,1,sudah berkali kali mencoba buat login enggak bisa uninstal berkali pun tetap hasile sama enggak bisa masuk lagi sudah masuk tinggal submit enggak bisa diklik,berkali mencoba login uninstal berkali hasile masuk masuk tinggal submit diklik
Pengguna Google,2,aplikasi ini setidaknya dibuat oleh orang orang berpengalaman dan ahli baru lupa pasword kesulitan cari solusinya,aplikasi orang orang berpengalaman ahli lupa pasword kesulitan cari solusinya
Pengguna Google,1,aduh menyusahkan saja sampai riset hp sudah melakukan cara ini itu tetap gbisa login untuk kedepan saran jangan pakai sirekap saja kalo menyusahkan buat apa mending kayak dulu manual saja sudah kalo mau pakai aplikasi jangan sampai pakai tangan buat isi kertas apk apk kertas ya kertas,aduh menyusahkan riset hp gbisa login kedepan saran pakai sirekap menyusahkan mending kayak manual pakai aplikasi pakai tangan isi kertas apk apk kertas kertas
Pengguna Google,1,kenapa tidak bisa login ke dalam aplikasi sirekap ini padahal login bimtek dan bimtek saja sekarang login bimtek enggak bisa sama sekali mohon bantuannya,login aplikasi sirekap login bimtek bimtek login bimtek mohon bantuannya
Pengguna Google,3,kesel dikit ruang penyimpanan masih tapi masih saja gagal kunci dokumen daftar hadir segala macam tapi harapanku semoga hari nya dilancarkan,kesel dikit ruang penyimpanan gagal kunci dokumen daftar hadir harapanku semoga dilancarkan
Pengguna Google,1,apilikasi terburuk yang pernah ada sudah memasukkan username dan password yang benar pun tetap enggak bisa login sudah begitu enggak ada fitur lupa password dll developer juga enggak chat lewat email pun tidak ada respon sama sekali bagaimana pilkada nanti mau berjalan dengan baik ya apk sirekap nya saja begini apk pemerintah kok massa iya seburuk ini benar benar memprihatinkan sekali,apilikasi terburuk memasukkan username password login fitur lupa password developer chat email respon pilkada berjalan apk sirekap apk pemerintah massa iya seburuk memprihatinkan
Pengguna Google,1,terkendala di unggah daftar hadir tolonglah di benahi lagi aplikasinya hasil kamera sirekap buram dan kurang stabil saat pengambilan foto hasil dll di malam hari lebih bagusnya pakai kamera bawaan hp saja saat pengambilan foto,terkendala unggah daftar hadir tolonglah benahi aplikasinya hasil kamera sirekap buram stabil pengambilan foto hasil malam bagusnya pakai kamera bawaan hp pengambilan foto
Pengguna Google,1,versi saya telat dapat notif aktivasi sekarang sudah aman bisa login malah di suruh ganti ke alhasil dari semalam sampai bangun pagi tidak bisa masuk hadeuwhh belum hari sudah di bikin puyeng,versi telat notif aktivasi aman login suruh ganti alhasil semalam bangun pagi masuk hadeuwhh bikin puyeng
Pengguna Google,1,sudah di uji coba semuanya lancar tapi pas selesai unggah tidak ada menu share jadi pekerjaannya sampai saja karena belum share,uji coba lancar selesai unggah menu share pekerjaannya share
Pengguna Google,4,sudah lebih banyak kemajuan gambar lebih jernih proses login lebih mudah hanya kendala upload daftar hadir memerlukan waktu yang sangat lama,kemajuan gambar jernih proses login mudah kendala upload daftar hadir
Pengguna Google,1,aplkasi susah untuk lagi pas unggah berkas sangat susah yang buat aplikasih ini lebih baik di hapus baik pakai dulu pakai manual saja pemilu berjalan malah pakai aplikasi buat tambah ribet di tambah lagi aplikasih yang tidak berguna sangat pulsa data,aplkasi susah unggah berkas susah aplikasih hapus pakai pakai manual pemilu berjalan pakai aplikasi ribet aplikasih berguna pulsa data
Pengguna Google,5,lebih ke kemampuan server juga sih aplikasi sejauh kemarin uji coba beban dengan mengupload sesuai kondisi pada hari agak membutuhkan waktu di pengunggahan berkas sebenarnya tampilan aplikasi ya enggak jauh beda dengan pemilu kemarin tapi kok ya ukurannya segajah apalagi kalau sudah digunakan untuk login dan mengambil gambar langsung bengkakl lipatnya secar keseluruhan kinerjanya sudah bagus hanya tolong dikondisikan saat hari agar servernya bisa mengakomodir,kemampuan server aplikasi kemarin uji coba beban mengupload sesuai kondisi membutuhkan pengunggahan berkas tampilan aplikasi beda pemilu kemarin ukurannya segajah login mengambil gambar langsung bengkakl lipatnya secar kinerjanya bagus dikondisikan servernya mengakomodir
Pengguna Google,1,coba dong aplikasi nya yang jelas aplikasi log ini susah error terus di update bukannya makin bagus malah makin jele aplikasi yang katanya mempermudah malah jadi mempersulit buat developer nya pr banget nih buat memperbaiki bug,coba aplikasi aplikasi log susah error update bagus jele aplikasi mempermudah mempersulit developer pr memperbaiki bug
Pengguna Google,1,ini bintang satu sudah cukup alhamdulillah ya kenapa sekarang servernya malah lemot macet dan selancar yang dulu sih,bintang alhamdulillah servernya lemot macet selancar
Pengguna Google,4,untuk lebih mudah untuk ukuran file di item max berapa mbak apabila tidak diberi penjelasan akan terjadi seperti kejadian di pileg dan pilpres yang mengakibatkan error send file karena kelebihan beban file yang dikirim semoga pengembah lebih jelas dan memberi pejelasan agar mempermudah user terima kasih,mudah ukuran file item max mbak penjelasan kejadian pileg pilpres mengakibatkan error send file kelebihan beban file dikirim semoga pengembah pejelasan mempermudah user
Pengguna Google,1,yang buat aplikasi tolong di benerin lah masa bentar lagi apk mau di pakai ada tulisan apk ini tidak dapat di gunakan terus di grup malah di kasih link buat instal apk mana pas di klik muncul itu apk berbahaya bisa ada virus nya bisa nyuri data juga bisa bocor informasi di hp juga piye toh kita tuh cuma mau kerja kalau mau memfasilitasi yang benar dong bikin apk nya sekelas pemerintah kok bikin aplikasi enggak karuan begini plin plan musingin yang memakai saja tambah pajuriwet,aplikasi benerin bentar apk pakai tulisan apk grup link instal apk klik muncul apk berbahaya virus nyuri data bocor informasi hp piye kerja memfasilitasi bikin apk sekelas pemerintah bikin aplikasi karuan plin plan musingin memakai pajuriwet
Pengguna Google,1,tolong benahi kinerja sistemnya dulu jangan kayak proyek yang sifatnya yang penting jadi masa iya tahun pemilu atau pilkada persiapannya saja buat aplikasi ini apalagi nanti wkwkw buat kunci dan upload saja lama,benahi kinerja sistemnya kayak proyek sifatnya iya pemilu pilkada persiapannya aplikasi wkwkw kunci upload
Pengguna Google,1,tidak bisa menggambil gambar foto setelah di update ke berfungsi di ver,menggambil gambar foto update berfungsi ver
Pengguna Google,1,aplikasi yang sangat kutng berguna dan menambah beban pikiran saja sistrmmasih bobrok pembacaan angka sangat amat tidk mumpuni hapuskan sitekap,aplikasi kutng berguna menambah beban pikiran sistrmmasih bobrok pembacaan angka tidk mumpuni hapuskan sitekap
Pengguna Google,5,alhamdulillah aplikasinya sudah lebih lancar dan digunakan saat hari pemungutan suara lancar tanpa ada kendala sama sekali good kpu sudah berbenah dari masalah pemilu kemarin,alhamdulillah aplikasinya lancar pemungutan suara lancar kendala good kpu berbenah pemilu kemarin
Pengguna Google,5,enggak bisa login diperlukan otentikasi yang enggak tau harus mencari dimana otentikasi nya karena enggak ada dapat chat wa atau melalui email untuk kode otentikasi,login otentikasi tau mencari dimana otentikasi chat wa email kode otentikasi
Pengguna Google,1,saya rasa di mohon untuk evaluasi terkait mempersulit sama saja seperti pilper tidak ada pembenahan sama sekali terkendala di upload daftar hadir nyiksa antal antalan,mohon evaluasi terkait mempersulit pilper pembenahan terkendala upload daftar hadir nyiksa antal antalan
Pengguna Google,1,aplikasi butut herannya kpu dikasih waktu tahun untuk buat ini aplikasi tapi hasilnya malah seadanya kayak enggak niat buat ke hemat budget enggak bisa unggah foto dari galeri kualitas foto jadi jelek banget blur enggak ada flash sudah diunggah suka meminta foto ulang yang mana itu buat repot lain kali kalo diamanahkan untuk buat aplikasi tolong buatlah dengan sebaik mungkin masukan dari teman yang sudah diulas tolong dipikirkan,aplikasi butut herannya kpu dikasih aplikasi hasilnya seadanya kayak niat hemat budget unggah foto galeri kualitas foto jelek blur flash diunggah suka foto ulang repot diamanahkan aplikasi buatlah masukan teman diulas dipikirkan
Pengguna Google,1,segera perbaiki menu detail pemilihan sebab gagal lakukan koreksi hasil pengambilan foto form periksa form hasil dalam jendela periksa kesesuaian data hanya bisa kasih tidak sesuai tapi jumlah yang perlu dikoreksi tidak muncul editable box nya terima kasih,perbaiki menu detail pemilihan gagal lakukan koreksi hasil pengambilan foto form periksa form hasil jendela periksa kesesuaian data sesuai dikoreksi muncul editable box
Pengguna Google,1,aplikasi gagal suka nge bug over akses bikin lemot kamera tidak bisa di fokuskan dan kualitas gambar tulisan jadi blur unggah gambar tulisan tunggu sesaat tapi hari belum selesai proses pengunggahannya cara pengaplikasianya cukup mudah tapi ya seperti tadi contohnya aplikasi pemilu dari tahun sampai sekarang enggak ada perubahan,aplikasi gagal suka nge bug akses bikin lemot kamera fokuskan kualitas gambar tulisan blur unggah gambar tulisan tunggu selesai proses pengunggahannya pengaplikasianya mudah contohnya aplikasi pemilu perubahan
Pengguna Google,1,anggaran besar aplikasi burik susah login akun disable saja terus update terus sampai mencret kenapa enggak ada tombol lupa password,anggaran aplikasi burik susah login akun disable update mencret tombol lupa password
Pengguna Google,1,setelah aplikasi tertutup enggak bisa lagi dibuka katanya salah password padahal sudah saya simpan passwordnya enggak mungkin salah,aplikasi tertutup dibuka salah password simpan passwordnya salah
Pengguna Google,1,enggak bisa di akses sudah donwload mau login eh stuck di submit mulu sudah hapus cache sudah uninstall berapa kali terus donwload lagi tetap saja begitu,akses donwload login stuck submit mulu hapus cache uninstall donwload
Pengguna Google,3,setidaknya berikanlah opsi lupa password jadinya enggak bingung harus tanya kesana kemari berkali kali mencoba login gagal terus solusinya bagaimana ini,berikanlah opsi lupa password bingung kesana kemari berkali mencoba login gagal solusinya
Pengguna Google,1,pas login kok malah gagal mendapatkan kunci digital pas berhasil proses inisialisasi kok malah disuruh install chrome padahal chrome sudah ada,login gagal kunci digital berhasil proses inisialisasi disuruh install chrome chrome
Pengguna Google,1,khusus buat developer sirekap nih bikin aplikasi tuh buat fitur reset lupa password biar gampang orang orang tuh kalo lupa password enggak harus kontek sana sini,khusus developer sirekap bikin aplikasi fitur reset lupa password biar gampang orang orang lupa password kontek
Pengguna Google,2,saya sudah beberapa kali instal dan hapus aplikasi ini saya enggak tau di hp saya login bisa tetapi submit profil tidak bisa saya enggak tau kok bisa terjadi seperti itu ya,instal hapus aplikasi tau hp login submit profil tau
Pengguna Google,1,uang milyaran cuma bisa bikin aplikasi kayak begini sampah eror terus enggak ada bagaimana nanti hari apa enggak ada evaluasinya ya ini tim itnya orang bikin apps biar kerja masih cepat ini malah menyusahkan dan menyebalkan petinggi enggak beres dan itu nya pun enggak beres cocoknya tim itu nya orang yang profesional dan harus ganti ini yang sekarang ngerjain projek ini pemalas kalian sudah mau pemilu baru asik kalian selama ini kemana saja memang asu,uang milyaran bikin aplikasi kayak sampah eror evaluasinya tim itnya orang bikin apps biar kerja cepat menyusahkan menyebalkan petinggi beres beres cocoknya tim orang profesional ganti ngerjain projek pemalas pemilu asik kemana asu
Pengguna Google,1,lucu ya sekelas app pemerintah kok bisa begini seharus nya kalo tidak tersedia versi rendah harus nya bisa langsung upgrade versi baru lewat playstore ini malah katanya sudah tidak digunakan berlaku malu kita sama aplikasi lain,lucu sekelas app pemerintah seharus tersedia versi rendah langsung upgrade versi playstore berlaku malu aplikasi
Pengguna Google,2,tolong lebih ditingkatkan lagi terutama kamera agar fokus dan dikasih flash upload terlalu lama dan data yang terbaca salah jadi harus edit sendiri sangat membuang waktu dan memperlambat kinerja fitur edit ditambahkan jangan sekali pencet bisa berubah lagi agar bisa di edit sampai data benar benar sesuai cukup membantu dari pada yang sebelumnya tapi banyak nyusahinnya ini aplikasi,ditingkatkan kamera fokus dikasih flash upload data terbaca salah edit membuang memperlambat kinerja fitur edit pencet berubah edit data sesuai membantu nyusahinnya aplikasi
Pengguna Google,1,aplikasi sangat tidak layak digunakan tidak akan mempercepat tapi malah mempersulit mohon disempurnakan lagi sangat banyak pada saat hp posisi online di aplikasi terdeteksi offline saat unggah foto aplikasi tidak benar bisa membaca angka di plano unggah foto pada menu dpr waktunya sangat lama masih banyak kekurangan,aplikasi layak mempercepat mempersulit mohon disempurnakan hp posisi online aplikasi terdeteksi offline unggah foto aplikasi membaca angka plano unggah foto menu dpr kekurangan
Pengguna Google,1,kualitas gambar untuk foto simulasi buram enggak jelas dalam aplikasi enggak ada fitur buat fokusin camera jadi banyak banget kesalahan baca data dan ada beberapa bug juga untuk kunci data buat dokumen pdf loadingnya lama banget bahkan ada yang enggak bisa sampai mungkin itu bug tolong diperbaiki pemilu tinggal berapa hari lagi ini aplikasi bisa dibilang belum berfungsi secara,kualitas gambar foto simulasi buram aplikasi fitur fokusin camera kesalahan baca data bug kunci data dokumen pdf loadingnya bug diperbaiki pemilu tinggal aplikasi dibilang berfungsi
Pengguna Google,1,aplikasinya terlalu banyak manual bukan mempermudah tapi memperlama penjumlahan masih manual tidak otomatis jika terjadi ketidak sesuaian suara hanya diberi tanda saja dan tidak bisa mengubah angka yang kirim foto mental ketika foto hasil meskipun buram tapi tetap lolos verifikasi tidak bisa hapus foto dan edit jumlah suara sebelum mengunci dokumen ketika login sulit ketika mau kirim pdf ke saksi pengawas mental lagi kalau belum siap jangan dipaksakan,aplikasinya manual mempermudah memperlama penjumlahan manual otomatis ketidak sesuaian suara tanda mengubah angka kirim foto mental foto hasil buram lolos verifikasi hapus foto edit suara mengunci dokumen login sulit kirim pdf saksi pengawas mental dipaksakan
Pengguna Google,1,untuk aplikasi sekelas nasional ini benar benar jelek unggah gambar susah dibuat mode pesawat bisa tapi harus masukkan angka secara manual belum lagi untuk membuat dokumen pdf nya lama mulai sore sampai pagi tetap tidak bisa dibuat untuk tim pembuat aplikasi kalau ada komen komen begini tolong dibaca dan diperbaiki karena yang memakai aplikasi ini kan kpps untuk kelancaran pemilu juga besok yang buat lama bukan penghitungan suara tapi sirekap bermasalah bukan mempermudah jadi mempersulit,aplikasi sekelas nasional jelek unggah gambar susah mode pesawat masukkan angka manual dokumen pdf sore pagi tim pembuat aplikasi komen komen dibaca diperbaiki memakai aplikasi kpps kelancaran pemilu besok penghitungan suara sirekap bermasalah mempermudah mempersulit
Pengguna Google,1,bukannya mempermudah malah mempersulit login error susah lama kualitas upolad gambar jelek tulisan bagus malah tidak terbaca verifikasi gambar juga lama membuat berkas ke pdf juga lama tolong segera diperbaiki jika memang berniat mempermudah,mempermudah mempersulit login error susah kualitas upolad gambar jelek tulisan bagus terbaca verifikasi gambar berkas pdf diperbaiki berniat mempermudah
Pengguna Google,1,mohon maaf sekali tapi aplikasi ini tidak mempermudah tetapi memberatkan dari banyak sisi misalnya spesifikasi harus ram dengan sistem android koneksi stabil terdapat sidik jari dengan posisi penggunaan serentak seluruh indonesia scan menunggu tanda hijau kesabaran diuji sekali bahkan ketika kesulitan login,mohon maaf aplikasi mempermudah memberatkan sisi spesifikasi ram sistem android koneksi stabil sidik jari posisi penggunaan serentak indonesia scan menunggu tanda hijau kesabaran diuji kesulitan login
Pengguna Google,1,berdasarkan hasil pengalaman simulasi banyak sekali kendala dari sistem nya awalnya pengiriman foto kadang berhasil terkirim tapi proses nya enggak bisa padahal kualitas fotonya menurut kita lihat sudah sangat memadai foto dpr yang saya tes satu yang terverifikasi enggak bisa kita coba lanjut untuk mengunci dan pdfkan karena tidak selesai semuanya sudah berulang kali di coba tetap enggak bisa di proses,berdasarkan hasil pengalaman simulasi kendala sistem pengiriman foto kadang berhasil terkirim proses kualitas fotonya lihat memadai foto dpr tes terverifikasi coba mengunci pdfkan selesai berulang coba proses
Pengguna Google,1,aplikasi di buat untuk formalitas saja mangkanya tiap kali di perbarui aplikasinya enggak ada peningkatan kualitas baik aplikasinya yang kurang stabil maupun server yang di gunakan sehingga pas waktu pencatatan hasil pemilu melalui aplikasi seringkali terjadi error,aplikasi formalitas mangkanya perbarui aplikasinya peningkatan kualitas aplikasinya stabil server pencatatan hasil pemilu aplikasi seringkali error
